file_name,unit_number,unit_title,lesson_number,lesson_title,skill,concept,learning_objective,difficulty_level,evidence_from_transcript
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,إيجاد احتمال وقوع حادث ما,احتمال وقوع حادث,أن يكون الطالب قادرًا على إيجاد احتمال وقوع حادث ما,Medium,يتوقع منك عزيزي الطالب في نهاية هذا الموقف أن تكون قادرًا على إيجاد احتمال وقوع حادث ما
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,تطبيق قوانين الاحتمالات,قوانين الاحتمالات,أن يكون الطالب قادرًا على تطبيق قوانين الاحتمالات,Medium,يتوقع منك عزيزي الطالب في نهاية هذا الموقف أن تكون قادرًا على ...تطبيق قوانين الاحتمالات.
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,استذكار المفاهيم والقوانين السابقة في الاحتمالات,مفاهيم وقوانين الاحتمالات السابقة,مراجعة المفاهيم الأساسية في الاحتمالات من الصفوف السابقة,Easy,دعونا نستذكر وإياكم، أيها الطلبة الأعزاء، بعض المفاهيم والقوانين التي مرت معنا في الصفوف السابقة.
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,تحديد الفراغ العيني لتجربة عشوائية,الفراغ العيني (Ω),معرفة تعريف الفراغ العيني وتحديد عناصره لتجربة عشوائية,Easy,الفراغ العيني هو مجموعة جميع النواتج الممكنة للتجربة العشوائية، ويرمز له بالرمز أوميغا (Ω). ...في تجربة إلقاء حجر نرد مرة واحدة، اكتب الفراغ العيني لتلك التجربة.
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,تحديد الحادث كجزء من الفراغ العيني,الحادث (ح),معرفة تعريف الحادث وتحديد عناصره كجزء من الفراغ العيني,Easy,فالحادث، أيها الطلبة الأعزاء، هو مجموعة جزئية من الفراغ العيني، ويرمز له بالرمز ح. ومثال على ذلك، عند رمي حجر النرد مرة واحدة، أكتب حادث ظهور عدد زوجي.
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,حساب احتمال وقوع حادث بسيط,قانون الاحتمال الأول,تطبيق قانون ل(ح) = عدد عناصر ح / عدد عناصر أوميغا,Medium,ل(ح) = عدد عناصر ح / عدد عناصر أوميغا. ...إذن، ل(ح1) = 2/4 = 1/2.
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,حساب احتمال اتحاد حادثين,احتمال اتحاد حادثين,تطبيق قانون ل(ح1 اتحاد ح2) = ل(ح1) + ل(ح2) - ل(ح1 تقاطع ح2),Medium,ل(ح1 اتحاد ح2) = ل(ح1) + ل(ح2) - ل(ح1 تقاطع ح2). ...إذن، 1/2 + 3/4 - 1/2 = 3/4.
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,تحديد عناصر تقاطع حادثين,تقاطع الحوادث,تحديد العناصر المشتركة بين حادثين,Easy,"ح1 تقاطع ح2 هي جميع العناصر المشتركة بين الحادثين دون تكرار. ...فيكون ح1 تقاطع ح2 = { (صورة, صورة)، (صورة, كتابة) }."
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,حساب احتمال وقوع حادث وعدم وقوع حادث آخر (الفرق),احتمال الفرق بين حادثين,تطبيق قانون ل(ح1 ناقص ح2) = ل(ح1) - ل(ح1 تقاطع ح2),Medium,ل(ح1 فقط) = ل(ح1 ناقص ح2) = ل(ح1) - ل(ح1 تقاطع ح2). ...إذن، 3/4 - 1/4 = 2/4، أي 1/2.
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,حساب احتمال متممة حادث,متممة الحادث,تطبيق قانون ل(ح1 متممة) = 1 - ل(ح1),Easy,ل(ح1 متممة) = 1 - ل(ح1). ...ويساوي 1 - 0.3 ويساوي 0.7.
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,تطبيق قوانين ديمورغان في الاحتمالات,قوانين ديمورغان,تطبيق قوانين متممة الاتحاد والتقاطع (قوانين ديمورغان),Hard,(ح1 متممة اتحاد ح2 متممة) = (ح1 تقاطع ح2) متممة. وهذا يعني أن ل(ح1 متممة اتحاد ح2 متممة) = ل((ح1 تقاطع ح2) متممة).
NA - درس 04 ｜ الوحدة 04 ｜ قوانين الاحتمالات ｜ درس فيديو ｜ الصف التاسع ｜ الرياضيات ​｜ الفصل 2.txt,04,الاحتمالات,04,قوانين الاحتمالات,حل مسائل احتمالات مركبة,تطبيقات على قوانين الاحتمالات,حل مسائل تتطلب تطبيق أكثر من قانون من قوانين الاحتمالات,Medium,المثال الأخير: ليكن ل(ح1) = 0.3، ل(ح2) = 0.5، ل(ح1 تقاطع ح2) = 0.2. جد ما يلي: 1. ل(ح1 اتحاد ح2) 2. ل(ح1 متممة) 3. ل(ح1 متممة اتحاد ح2 متممة) 4. ل(ح1 متممة تقاطع ح2 متممة)
NA - درس 05 ｜ الوحدة 07 ｜ خصائص عملية الضرب ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,خصائص عملية الضرب,05,خصائص عملية الضرب,التعرف على خصائص عملية الضرب الأساسية,خصائص عملية الضرب (الخاصية التبديلية، الضرب بالعدد واحد، الضرب بالعدد صفر),أن يكون الطالب قادرًا على التعرف إلى خاصية الضرب بالعدد واحد، والتعرف إلى خاصية الضرب بالعدد صفر، والتعرف إلى الخاصية التبديلية.,Easy,هذا ما سنتعلمه معًا في لقاء اليوم، وهو بعنوان خصائص عملية الضرب. والآن أعزائي الطلاب، يُتوقّع منك بعد الانتهاء من هذا الدرس أن تكون قادرًا على التعرف إلى خاصية الضرب بالعدد واحد، وأيضًا التعرف إلى خاصية الضرب بالعدد صفر، وأيضًا التعرف إلى الخاصية التبديلية.
NA - درس 05 ｜ الوحدة 07 ｜ خصائص عملية الضرب ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,خصائص عملية الضرب,05,خصائص عملية الضرب,تطبيق خاصية الضرب بالعدد واحد,ناتج ضرب أي عدد بالعدد واحد هو العدد نفسه,أن يطبق الطالب خاصية الضرب بالعدد واحد لحل مسائل الضرب.,Easy,استنتج: ناتج ضرب أي عدد بالعدد 1 هو؟ أحسنتم، العدد نفسه. 5 ضرب 1 = 5، 6 ضرب 1 = 6، 10 ضرب 1 = 10، 15 ضرب 1 = 15. أحسنتم. أي عدد مهما كان، إذا ضربناه بالعدد واحد، يكون الناتج العدد نفسه.
NA - درس 05 ｜ الوحدة 07 ｜ خصائص عملية الضرب ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,خصائص عملية الضرب,05,خصائص عملية الضرب,تطبيق خاصية الضرب بالعدد صفر,ناتج ضرب أي عدد بالعدد صفر هو صفر,أن يطبق الطالب خاصية الضرب بالعدد صفر لحل مسائل الضرب.,Easy,هيا بنا نكتب الاستنتاج: ناتج ضرب أي عدد بالعدد صفر هو صفر. 5 ضرب صفر = صفر، 6 ضرب صفر = صفر، 1 ضرب صفر = صفر، 10 ضرب صفر = صفر، و20 ضرب صفر = صفر. أحسنتم أعزائي الطلاب.
NA - درس 05 ｜ الوحدة 07 ｜ خصائص عملية الضرب ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,خصائص عملية الضرب,05,خصائص عملية الضرب,تطبيق الخاصية التبديلية في عملية الضرب,عملية الضرب هي عملية تبديلية (تبديل أماكن العوامل لا يغير الناتج),أن يطبق الطالب الخاصية التبديلية لإيجاد ناتج ضرب عددين.,Easy,أعزائي الطلاب، 2 ضرب 3 يساوي 6، و3 ضرب 2 يساوي 6. ماذا نسمي هذه الخاصية؟ ... أحسنتم، بدلنا أماكنهما. ويصبح لدينا خاصية تسمى الخاصية التبديلية، إذ إن عملية الضرب هي عملية تبديلية. 3 ضرب 5 = 5 ضرب 3. 6 ضرب 4 = 4 ضرب 6.
NA - درس 05 ｜ الوحدة 07 ｜ خصائص عملية الضرب ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,خصائص عملية الضرب,05,خصائص عملية الضرب,حل مسائل تتضمن خصائص الضرب,تطبيق خصائص الضرب (الضرب بالعدد واحد، الضرب بالعدد صفر، الخاصية التبديلية) في سياقات مختلفة,أن يحل الطالب مسائل ضرب متنوعة باستخدام الخصائص المختلفة لعملية الضرب.,Medium,هيا بنا أعزائي الطلاب ونفكر ونملأ الفراغ معًا. ونبدأ معًا بالسؤال الأول: 2 ضرب ماذا يساوي 2؟ ... ما هو العدد إذا ضُرِبَ في 5 كان الناتج 0؟ ... 1 ضرب 0 ماذا يساوي؟ ... 2 ضرب ماذا يساوي 5 ضرب 2؟ ... 7 ضرب ماذا يساوي 1 ضرب ماذا؟
NA - درس 06 ｜ الوحدة 04 ｜ مقارنة الكسور  ｜ درس فيديو ｜ الصف 3 ｜ الرباضيات ​｜ الفصل 2.txt,04,الكسور,06,مقارنة الكسور,كتابة الكسر الدال على الأجزاء المظللة,مفهوم الكسر,مراجعة مفهوم الكسر وكيفية كتابته,Easy,هيا بنا أعزائي الطلاب نكتب الكسر الدال على الأجزاء المظللة. يوجد لدينا جزء من جزئين. وكيف نكتب هذا الكسر؟ أحسنتم، إنه الكسر نصف، واحد من اثنين. وشكل جديد، جزء مظلل من ثلاثة أجزاء، ونكتب الكسر ثلث. وشكل آخر، جزء من أربعة أجزاء، ونعبر عنه بالكسر واحد من أربعة ويُقرأ ربع.
NA - درس 06 ｜ الوحدة 04 ｜ مقارنة الكسور  ｜ درس فيديو ｜ الصف 3 ｜ الرباضيات ​｜ الفصل 2.txt,04,الكسور,06,مقارنة الكسور,تمثيل الكسر من موقف حياتي,تمثيل الكسر كجزء من الكل,استخراج الكسور من مواقف حياتية,Medium,صنعت أم علي كعكة وقسمتها إلى ثمانيَ قطعٍ متساوية... أكل علي ثلاث قطع... ما الكسر الدال على ما أكله علي؟ إنه ثلاثة من ثمانية، ثلاثة أثمان.
NA - درس 06 ｜ الوحدة 04 ｜ مقارنة الكسور  ｜ درس فيديو ｜ الصف 3 ｜ الرباضيات ​｜ الفصل 2.txt,04,الكسور,06,مقارنة الكسور,المقارنة بين كسرين,مقارنة الكسور,أن تكون قادرًا على المقارنة بين كسرين,Medium,الآن أعزاء الطلاب، لو سألتكم: أيهم أكل أكثر؟ علي أم أخته أم والده؟ إذن ماذا سنفعل؟ أحسنتم، سنقوم بالمقارنة. مقارنة ماذا؟ سنقوم بالمقارنة ما بين الكسور الثلاثة التي تمثل ما أكل كل واحد منهم. هذا ما سنتعلمه معًا في لقاء اليوم، وهو بعنوان 'مقارنة الكسور'. ويتوقع منك بعد الانتهاء من هذا الدرس عزيزي الطالب أن تكون قادرًا على المقارنة بين كسرين.
NA - درس 06 ｜ الوحدة 04 ｜ مقارنة الكسور  ｜ درس فيديو ｜ الصف 3 ｜ الرباضيات ​｜ الفصل 2.txt,04,الكسور,06,مقارنة الكسور,ترتيب الكسور ترتيبًا تصاعديًا أو تنازليًا,ترتيب الكسور,ترتيب الكسور ترتيبًا تصاعديًا أو ترتيبًا تنازليًا,Medium,ويتوقع منك بعد الانتهاء من هذا الدرس عزيزي الطالب أن تكون قادرًا على ... ترتيب الكسور ترتيبًا تصاعديًا أو ترتيبًا تنازليًا... الآن أعزائي الطلاب، هل تستطيعون أن ترتبوا هذه الكسور ترتيبًا تنازليًا؟ تنازليًا، ما هو الترتيب التنازلي؟ من الكسر الأكبر إلى الكسر الأصغر. ... إذن ترتيب الكسور تنازليًا هو: ثلاثة أخماس، خُمسين، وخمس.
NA - درس 06 ｜ الوحدة 04 ｜ مقارنة الكسور  ｜ درس فيديو ｜ الصف 3 ｜ الرباضيات ​｜ الفصل 2.txt,04,الكسور,06,مقارنة الكسور,حل المشكلات الحياتية باستخدام مقارنة الكسور,تطبيق الكسور في الحياة اليومية,حل المشكلات الحياتية باستخدام مقارنة الكسور,Medium,ويتوقع منك بعد الانتهاء من هذا الدرس عزيزي الطالب أن تكون قادرًا على ... حل المشكلات الحياتية باستخدام مقارنة الكسور. ... اشترى علي ثمانية كتب، نصفها باللغة العربية، ... وكتابين اثنين باللغة الإنجليزية. ... لو سألتكم: هل أستطيع أن أقارن ما بين الكتب التي باللغة العربية والكتب التي باللغة الإنجليزية؟ ... الكسر نصف أكبر من الكسر ثمنان.
NA - درس 06 ｜ الوحدة 04 ｜ مقارنة الكسور  ｜ درس فيديو ｜ الصف 3 ｜ الرباضيات ​｜ الفصل 2.txt,04,الكسور,06,مقارنة الكسور,المقارنة البصرية للكسور باستخدام النماذج,مقارنة الكسور ذات البسط المتساوي,المقارنة بين كسرين باستخدام النماذج البصرية,Easy,أُلوّن بقدر الكسر المطلوب وأقارن. سيظهر معنا كسور نريد أن نلون بقدر الكسر المطلوب، ثم نقارن بينهما. ... الكسر ثلث أصغر من الكسر نصف. ... ربع أكبر من الثمن. ... ثلاثة أرباع أكبر من الربع.
NA - درس 06 ｜ الوحدة 04 ｜ مقارنة الكسور  ｜ درس فيديو ｜ الصف 3 ｜ الرباضيات ​｜ الفصل 2.txt,04,الكسور,06,مقارنة الكسور,استخدام لوحة الكسور للمقارنة,الكسور المتكافئة ومقارنة الكسور بالنماذج,استخدام لوحة الكسور لمقارنة الكسور وتحديد المتكافئ منها,Medium,إنها لوحة الكسور. ... نستطيع أن نستخدمها أيضًا في لقاء اليوم، ونقوم بالمقارنة ما بين الكسور باستخدام لوحة الكسور التي أمامنا. سنقارن ما بين الكسر نصف والكسر أربعة أثمان. ... الكسر نصف يساوي الكسر أربعة أثمان. ... لنقارن بين الكسر خُمسين والكسر سبعين. ... الكسر خُمسين أكبر من الكسر سبعين.
NA - درس 06 ｜ الوحدة 07 ｜ حقائق الضرب للعدد (6) ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,حقائق الضرب للعدد (6),06,حقائق الضرب للعدد (6),التعرف على حقائق الضرب,حقائق الضرب للعدد 6,التعرف على حقائق الضرب للعدد 6,Easy,يتوقع منك عزيزي الطالب بعد الانتهاء من هذا الدرس أن تكون قادراً على التعرف على حقائق الضرب للعدد 6
NA - درس 06 ｜ الوحدة 07 ｜ حقائق الضرب للعدد (6) ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,حقائق الضرب للعدد (6),06,حقائق الضرب للعدد (6),تطبيق الخاصية التبديلية,الخاصية التبديلية في الضرب,تطبيق الخاصية التبديلية على حقائق الضرب,Easy,هيا بنا أعزائي الطلاب نطبق الخاصية التبديلية على الحقائق التي ذكرناها قبل قليل وتذكرناها معاً. 6 ضرب 2 ماذا يساوي؟ 12. قوموا باستخدام الخاصية التبديلية، ماذا ستصبح يا ترى؟ أحسنتم، ستصبح 2 ضرب 6.
NA - درس 06 ｜ الوحدة 07 ｜ حقائق الضرب للعدد (6) ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,حقائق الضرب للعدد (6),06,حقائق الضرب للعدد (6),التمثيل البصري للضرب,تمثيل عملية الضرب بالرسم,تمثيل عملية الضرب بالرسم,Easy,تمثيل عملية الضرب بالرسم
NA - درس 06 ｜ الوحدة 07 ｜ حقائق الضرب للعدد (6) ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,حقائق الضرب للعدد (6),06,حقائق الضرب للعدد (6),التعبير عن الرسم بجملة ضرب,ربط الرسوم بجمل الضرب,التعبير عن الرسم بجملة ضرب مناسبة,Easy,التعبير عن الرسم بجملة ضرب مناسبة
NA - درس 06 ｜ الوحدة 07 ｜ حقائق الضرب للعدد (6) ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,حقائق الضرب للعدد (6),06,حقائق الضرب للعدد (6),حل المشكلات الحياتية,توظيف حقائق الضرب,توظيف حقائق الضرب التي سنتعلمها في حل مشكلات حياتية,Medium,توظيف حقائق الضرب التي سنتعلمها في حل مشكلات حياتية. أبو أحمد تاجر أدوات منزلية. إذا اشترى سبع صناديق من الكؤوس الزجاجية، وفي كل صندوق 6 كؤوس، يا ترى ما عدد جميع الكؤوس؟
NA - درس 06 ｜ الوحدة 07 ｜ حقائق الضرب للعدد (6) ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,حقائق الضرب للعدد (6),06,حقائق الضرب للعدد (6),استخدام الجمع المتكرر,العلاقة بين الضرب والجمع المتكرر,استنتاج حقائق الضرب باستخدام الجمع المتكرر,Easy,هيا بنا نستخدم الجمع المتكرر. إذن سأقوم بجمع الستة 5 مرات.
NA - درس 06 ｜ الوحدة 07 ｜ حقائق الضرب للعدد (6) ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,حقائق الضرب للعدد (6),06,حقائق الضرب للعدد (6),استنتاج الأنماط العددية,الأنماط العددية في حقائق الضرب,استنتاج حقائق الضرب المتتالية بالاعتماد على إضافة العدد 6 للناتج السابق,Medium,كم أضفنا لناتج 5 ضرب 6 حتى أحصل على ناتج 6 ضرب 6؟ كم أضفنا يا ترى؟ أحسنتم، أضفنا 6.
NA - درس 06 ｜ الوحدة 07 ｜ حقائق الضرب للعدد (6) ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,حقائق الضرب للعدد (6),06,حقائق الضرب للعدد (6),الحساب الذهني,حفظ واستذكار حقائق الضرب,تذكر وحساب نواتج الضرب للعدد 6 ذهنياً,Easy,6 ضرب 2 ماذا يساوي؟ ستة اثنينات، ما هو ناتجها؟ أحسنتم، 12.
NA - درس 07 ｜ الوحدة 04 ｜ المجسمات ｜ الصف 3 ｜ الرياضيات ​｜ الفصل 2.txt,04,المجسمات,07,المجسمات,استذكار وتصنيف المجسمات الأساسية,المكعب، الأسطوانة، متوازي المستطيلات,استذكار المجسمات التي أخذت سابقاً وتصنيفها,Easy,اكتب اسم المجسم في الشكل ثم ضع دائرة حول الشكل المشابه فيما يلي. لنتذكر معاً يا أعزائي الطلاب بعض المجسمات التي أخذناها سابقاً ونذكر اسمها. الشكل الأول يا ترى ما اسمه؟ ... أحسنتم، إنه المكعب. ... ما اسم هذا المجسم؟ ... أحسنتم، إنها الأسطوانة. ... وما اسم هذا المجسم؟ أحسنتم، متوازي المستطيلات. المكعب، الأسطوانة، متوازي المستطيلات مجسمات أخذناها في صفوف سابقة.
NA - درس 07 ｜ الوحدة 04 ｜ المجسمات ｜ الصف 3 ｜ الرياضيات ​｜ الفصل 2.txt,04,المجسمات,07,المجسمات,التعرف على مجسم المخروط وتسميته,المخروط كشكل ثلاثي الأبعاد,التعرف إلى المخروط,Easy,يتوقع منك عزيزي الطالب بعد الانتهاء من هذا الدرس أن تكون قادراً على: التعرف إلى المخروط وعناصره... هذه الطرابيش تسمى المخروط. تسمى ماذا يا أعزائي الطلاب؟ مخروط. إذن جميع هذه الطرابيش هي مخاريط. نسمي المجسم الذي يمثل الطرابيش 'المخروط'.
NA - درس 07 ｜ الوحدة 04 ｜ المجسمات ｜ الصف 3 ｜ الرياضيات ​｜ الفصل 2.txt,04,المجسمات,07,المجسمات,تحديد عناصر المخروط ووصفها,عناصر المخروط: الرأس والقاعدة الدائرية,التعرف إلى المخروط وعناصره,Easy,نكمل معاً يا أعزائي الطلاب ونتعرف على بعض عناصر المخروط. ركزوا جيداً. من عناصر المخروط: الذي في الأعلى يسمى الرأس. وماذا نسمي هذا؟ قاعدة. وما شكل قاعدة المخروط؟ أحسنتم، إنها دائرية. إذن، من عناصر المخروط: الرأس والقاعدة الدائرية.
NA - درس 07 ｜ الوحدة 04 ｜ المجسمات ｜ الصف 3 ｜ الرياضيات ​｜ الفصل 2.txt,04,المجسمات,07,المجسمات,التعرف على مجسم الهرم الرباعي وتسميته,الهرم الرباعي كشكل ثلاثي الأبعاد,التعرف إلى الهرم الرباعي,Easy,يتوقع منك عزيزي الطالب بعد الانتهاء من هذا الدرس أن تكون قادراً على: التعرف إلى الهرم الرباعي وعناصره... وتسمى هذه المجسمات أهرامات رباعية. تسمى ماذا يا أعزائي الطلاب؟ أهرامات رباعية. كل هرم من هذه الأهرامات التي بناها الفراعنة يعتبر هرماً رباعياً.
NA - درس 07 ｜ الوحدة 04 ｜ المجسمات ｜ الصف 3 ｜ الرياضيات ​｜ الفصل 2.txt,04,المجسمات,07,المجسمات,تحديد عناصر الهرم الرباعي ووصفها وعدّها,عناصر الهرم الرباعي: الرأس، الأوجه المثلثة، القاعدة المربعة أو المستطيلة، عدد الأوجه,التعرف إلى الهرم الرباعي وعناصره,Easy,لنتعرف على بعض عناصر الهرم الرباعي. لاحظوا: في الأعلى يسمى الرأس. ... وماذا نسمي هذا؟ أحسنتم، إنه وجه. ما شكل الوجه؟ أحسنتم، إنه مثلث الشكل. ... وماذا نسمي الذي في الأسفل؟ أحسنتم، القاعدة. وما شكل هذه القاعدة؟ ... إنها مربعة أو مستطيلة الشكل. إذن، من عناصر الهرم الرباعي: رأس، وجه، وقاعدة. كم وجهاً للهرم الرباعي؟ هيا بنا نعد: واحد، اثنان، ثلاثة، أربعة.
NA - درس 07 ｜ الوحدة 04 ｜ المجسمات ｜ الصف 3 ｜ الرياضيات ​｜ الفصل 2.txt,04,المجسمات,07,المجسمات,توظيف مفهوم المجسمات (المخروط، الهرم الرباعي) في تمييز الأشكال من البيئة المحيطة,تطبيقات المجسمات في الحياة اليومية,توظيف مفهوم المخروط والهرم الرباعي في حل مشكلات حياتية,Easy,يتوقع منك عزيزي الطالب بعد الانتهاء من هذا الدرس أن تكون قادراً على: توظيف مفهوم المخروط والهرم الرباعي في حل مشكلات حياتية. ... أنا مجسم لي رأس واحد وقاعدتي دائرية. ما اسم هذا المجسم؟ ... إنه المخروط. ... أنا مجسم لي أربعة أوجه مثلثة الشكل وقاعدتي مربعة أو مستطيلة الشكل. من أنا؟ ... الهرم الرباعي. ... أجمع صوراً للمخروط وللهرم الرباعي من البيئة المحيطة، ونكوّن منها ألبوماً مثل هذه الصورة لحبة البوظة اللذيذة. هذه تشبه ماذا؟ أحسنتم، المخروط.
NA - درس 08 ｜ الوحدة 04 ｜ وحدات قياس الكتلة   ​​｜ الصف 3 ｜ الرياضيات ｜ الفصل 2.txt,04,وحدات قياس الكتلة,08,وحدات قياس الكتلة,الملاحظة والاستنتاج,مفهوم الكتلة,التعرف على مفهوم الكتلة وما يدل عليها,Easy,يا ترى أعزائي الطلاب، ما هذه الأرقام التي ظهرت على الميزان؟ أعزائي الطلاب، هذه القراءات التي ظهرت تُسمى ماذا؟ كتلة.
NA - درس 08 ｜ الوحدة 04 ｜ وحدات قياس الكتلة   ​​｜ الصف 3 ｜ الرياضيات ｜ الفصل 2.txt,04,وحدات قياس الكتلة,08,وحدات قياس الكتلة,التعرف على وحدات القياس,وحدة الكيلوغرام,التعرف إلى وحدات قياس الكتلة: الكيلوغرام والغرام,Easy,"ظهر على الميزان قراءة واحد للبندورة، ويوجد هنا رمز بجانبها kg باللغة الإنجليزية، أو نقول عنها باللغة العربية: كيلوغرام. نستطيع أن نضع عيارًا، هذا العيار يعبر عن واحد كيلوغرام. إذًا كتلة البندورة واحد كيلوغرام. ... نتعلم أن وحدة قياس هذه الكتل تسمى كيلوغرام. ... ونختصرها بـ ""كغم"" وتُقرأ كيلوغرام."
NA - درس 08 ｜ الوحدة 04 ｜ وحدات قياس الكتلة   ​​｜ الصف 3 ｜ الرياضيات ｜ الفصل 2.txt,04,وحدات قياس الكتلة,08,وحدات قياس الكتلة,التمييز بين وحدات القياس,وحدة الغرام,التعرف إلى وحدات قياس الكتلة: الكيلوغرام والغرام,Easy,"يا ترى ماذا يلزمني الآن؟ يلزمني وحدة لقياس كتل الأشياء الصغيرة أو الأشياء الخفيفة. وما هي يا ترى؟ إنها وحدة الغرام. إذًا أتعلم أن وحدة قياس الكتل الصغيرة هي الغرام، ووحدة الغرام أصغر من وحدة الكيلوغرام بكثير. ... ونرمز للغرام بـ ""غ"" ونقرأها غرام."
NA - درس 08 ｜ الوحدة 04 ｜ وحدات قياس الكتلة   ​​｜ الصف 3 ｜ الرياضيات ｜ الفصل 2.txt,04,وحدات قياس الكتلة,08,وحدات قياس الكتلة,تحديد الوحدة الأنسب,اختيار وحدات قياس الكتلة المناسبة,تحديد وحدة القياس الأنسب لكتلة مُعطاة,Medium,لنكمل أعزائي الطلاب، ونختار الوحدة الأنسب لقياس كتل هذه الأشياء. هيا بنا نبدأ معًا. ما الوحدة الأنسب لقياس كتلة الطفل؟ هل هي الكيلوغرام أم الغرام؟ أحسنتم، إنها الكيلوغرام. ... ما الكتلة الأنسب لقياس كتلة القطة؟ ... أحسنتم، إنها الكيلوغرام.
NA - درس 08 ｜ الوحدة 04 ｜ وحدات قياس الكتلة   ​​｜ الصف 3 ｜ الرياضيات ｜ الفصل 2.txt,04,وحدات قياس الكتلة,08,وحدات قياس الكتلة,توظيف الرياضيات في الحياة اليومية,تطبيقات قياس الكتلة,توظيف قياس الكتلة في حل مشكلات حياتية,Medium,أرافق والدي عند شراء حاجيات البيت، وأسجل كتل الأشياء التي سيشتريها والدي. سأكتب جدولًا يتضمن اسم الشيء الذي اشتراه والدي، والكتلة التي اشتراها من هذه الأشياء.
NA - درس 08 ｜ الوحدة 07 ｜ حقائق الضرب للعدد 8 ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,,08,حقائق الضرب للعدد 8,التعرف على حقائق الضرب,حقائق الضرب للعدد 8,التعرف إلى حقائق الضرب للعدد 8,Easy,ودرسنا اليوم بعنوان 'حقائق الضرب للعدد 8'. ويتوقع منك بعد الانتهاء من هذا الدرس أن تكون قادرًا على: التعرف إلى حقائق الضرب للعدد 8
NA - درس 08 ｜ الوحدة 07 ｜ حقائق الضرب للعدد 8 ｜ درس فيديو ｜ الصف 03 ｜ الرياضيات ｜ الفصل 2.txt,07,,08,حقائق الضرب للعدد 8,استرجاع حقائق الضرب,حقائق الضرب للأعداد 2، 3، 4، 5، 6، 7,مراجعة وتثبيت حقائق الضرب السابقة,Easy,أعزائي الطلاب، تعلمنا سابقًا حقائق الضرب للأعداد 2 و3 و4 و5 و6 و7.
